Act of Faith Ministries,40.707645,-73.94509,Mrs. Victoria Bordoy,516-852-5934,Pantry,141 Manhattan Avenue,Brooklyn,NY,11206,closed,closed,closed,12:00 PM - 01:00 PM,closed,closed,closed
Bethel AME Church,40.811461,-73.940837,Mckenley Smith Jr.,646-406-1359,Pantry,50 West 132nd Street,New York,NY,10037,closed,closed,closed,09:30 AM - 11:30 AM,closed,closed,closed
Brooklyn Faith SDA Church,40.652365,-73.924916,Barbara Joseph,347-691-0293,Pantry,5518 Church Avenue,Brooklyn,NY,11203,closed,closed,closed,02:00 PM - 04:00 PM,01:00 PM - 04:00 PM,closed,closed
Brooklyn Faith SDA Church,40.652365,-73.924916,,347-691-0293,Soup Kitchen,5518 Church Avenue,Brooklyn,NY,11203,closed,closed,closed,closed,12:00 PM - 03:00 PM,closed,closed
Spanish Intervale SDA Church,40.825155,-73.896628,Maria de Jesus/ Norma Polanco,718-877-1051,Pantry,1064 Intervale Avenue,Bronx,NY,10459,closed,closed,9:30 AM - 10:30 AM,closed,closed,closed,closed
Haitian Evangelical Clergy,40.689624,-73.917966,Linda Jonhson,347-502-0749,Pantry,1139 Bushwick Avenue,Brooklyn,NY,11221,closed,closed,3:00 PM - 4:30 PM,closed,closed,closed,closed
Elmcor Youth & Adult Activities Inc.,40.757637,-73.861284,Larinda C. Hooks,718-651-0096 EXT. 211,Pantry,107-20 Northern Blvd,Corona,NY,11368,closed,closed,12:00 PM - 04:00 PM,closed,closed,closed,closed
Allen Outreach Ministry Feeding Program,40.693148,-73.780664,Marjorie Sanders / Alice McCoy,718-465-2802,Pantry,111-54 Merrick Blvd,Jamaica,NY,11433,05:00 PM - 07:00 PM,closed,closed,10:00 AM - 02:00 PM,closed,closed,closed
Solid Rock Baptist Church,40.695141,-73.946406,Petricia Ross / Thomas,718-679-4852/917-750-0342,Pantry,120 Tompkins Avenue,Brooklyn,NY,11206,09:00 AM - 12:00 PM,closed,closed,09:00 AM - 12:00 PM,closed,closed,closed
Project Create-Anthony House,40.800584,-73.951068,Elaine Roberts,212-663-1975 ext 300,Pantry,73 Lenox Avenue,New York,NY,10026,closed,closed,10:00 AM - 12:00 PM,closed,closed,closed,closed
Cuyler Warren United Methodist Church,40.682216,-73.977171,Dorothy Mack-Hampton,347-863-5429 (cell),Pantry,424 Dean Street,Brooklyn,NY,11217,closed,01:30 PM - 02:45 PM,closed,closed,closed,closed,closed
Beraca SDA Church,40.712022,-73.768176,Yvose Cruz / Marie,347-484-0913; 718-341-9494,Pantry,91-19 191st Street,Hollis,NY,11423,closed,closed,10:00 AM - 11:00 AM,closed,closed,closed,closed
Greater Unified Free Will Baptist Church,40.674598,-73.952981,Zina Sanders,917-836-8919/ 917-751-3693,Pantry,66 Rogers Avenue,Brooklyn,NY,11216,closed,closed,08:30 AM - 11:30 AM,closed,closed,closed,closed
Church of St. Paul the Apostle Pantry,40.769754,-73.985797,Kathleen Zirnhelt,212-265-3495,Pantry,405 West 59th Street,New York,NY,10019,closed,closed,closed,closed,closed,08:30 AM - 12:30 PM,closed
Church of St. Paul the Apostle,40.769754,-73.985797,Kathleen Zirnhelt,212-265-3495,Soup Kitchen,405 West 59th Street,New York,NY,10019,closed,11:30 AM - 12:30 PM,closed,11:30 AM - 12:30 PM,closed,closed,closed
Iglesia Pentecostal La Hermosa,40.681991,-73.878425,Pastor Harigan,718-909-4525 (cell),Pantry,3161 Fulton Street,Brooklyn,NY,11208,closed,closed,closed,11:00 AM - 01:00 PM,closed,closed,closed
Shiloh Temple Pentecostal Church,40.886261,-73.860461,Roslyn Shoulders,917-915-0512,Pantry,719 East 223rd Street,Bronx,NY,10466,closed,09:00 AM - 12:00 PM,closed,closed,closed,closed,closed
Shiloh Temple Pentecostal Church,40.886261,-73.860461,Roslyn Shoulders,917-915-0512,Soup Kitchen,719 East 223rd Street,Bronx,NY,10466,closed,closed,closed,12:00 PM - 01:00 PM,closed,closed,closed
Society of St. Vincent de Paul,40.65303,-73.939746,Veronica Robley/,718-282-7162/ 347-351-5037,Pantry,520 Linden Boulevard,Brooklyn,NY,11203,-,-,-,10:30 AM - 1:30 PM,-,-,-
Crossroads Community Services Inc.,40.757495,-73.973271,David Sanders,212-378-0229,Soup Kitchen,108 East 51st Street,New York,NY,10022,12:30 PM - 1:30 PM,closed,12:30 PM - 1:30 PM,closed,closed,closed,12:30 PM - 1:30 PM
Salt & Sea Mission Church Inc.,40.588543,-73.983509,Mr. Rocco Brescia,917-873-9261,Pantry,2417-2419 Stillwell Avenue,Brooklyn,NY,11223,closed,#####,closed,11:00 AM - 01:00 PM,closed,closed,9:00 AM - 12:00 PM
Christ and St. Stephen's Food Pantry,40.775698,-73.981033,Judith Phillips,212-580-8179,Pantry,120 West 69th Street,New York,NY,10023,09:30 AM - 10:30 AM,09:30 AM - 10:30 AM,09:30 AM - 10:30 AM,09:30 AM - 10:30 AM,09:30 AM - 10:30 AM,closed,closed
Dewitt Reformed Church,40.717515,-73.979588,Hattie Mitchell,212-674-3341,Pantry,280 Rivington Street,New York,NY,10002,10:00 AM - 12:00 PM,closed,closed,10:00 AM - 12:00 PM,closed,closed,closed
Black Veterans for Social Justice,40.694756,-73.942564,Muriel Frazier,718-852-6004 ext.255,Pantry,665 Willoughby Avenue,Brooklyn,NY,11206,closed,closed,closed,closed,08:00 AM - 09:00 AM,closed,closed
CCNS-BFFY @ Our Lady of Solace,40.577269,-73.985046,Jennifer Smith,718-726-9790 ext. 8025,Pantry,2866 West 17th Street,Brooklyn,NY,11224,09:30 AM - 11:00 AM,closed,closed,closed,closed,closed,closed
Creston Avenue Baptist Church,40.861836,-73.899158,Sharon Stanley-Jackson,646-538-2567/ 718-367-1754,Pantry,114 East 188th Street,Bronx,NY,10468,12:00 PM - 02:00 PM,closed,12:00 PM - 02:00 PM,closed,12:00 PM - 02:00 PM,closed,closed
BFFY - Our Lady of Lourdes Outreach,40.722926,-73.736316,Sister Kathy Hickey,718-479-0924,Pantry,92-96 220th Street,Queens Village,NY,11428,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,closed,closed,closed,closed
Christian Cultural Center,40.653701,-73.907749,Annette Bernard/ Jill Smith,631-679-0205/718-306-1000,Pantry,716 Chester Street,Brooklyn,NY,11212,closed,closed,closed,09:00 AM - 12:00 PM (Seniors) & 12:00 PM - 03:00 PM (Regular),closed,closed,closed
St. Nicholas of Tolentine Church- FP,40.718417,-73.809607,Gloria Scarola,718-969-3226,Pantry,150-75 Goethals Avenue,Jamaica,NY,11432,09:00 AM - 12:00 PM; 01:00 PM - 03:00 PM,09:00 AM - 12:00 PM; 01:00 PM - 03:00 PM,09:00 AM - 12:00 PM; 01:00 PM - 03:00 PM,09:00 AM - 12:00 PM; 01:00 PM - 03:00 PM,09:00 AM - 12:00 PM; 01:00 PM - 03:00 PM,closed,closed
St. Peter's Food Pantry,40.744145,-74.001919,Alice Blount-Fenney,732-310-0741,Pantry,346 West 20th Street,New York,NY,10011,closed,closed,closed,closed,closed,10:30 AM - 11:30 AM,closed
Stuyvesant Heights Christian Church,40.681129,-73.943729,Georgia McCrea,347-608-1719,Pantry,69 MacDonough Street,Brooklyn,NY,11216,closed,closed,closed,05:00 PM - 06:00 PM (every other week),closed,closed,closed
The Salvation Army New York Temple,40.737914,-73.998551,Ed Herzberg,212-337-7467,Pantry,132 West 14th Street,New York,NY,10011,10:00 AM - 11:30 AM & 1:00 PM to 2:30 PM (by appointment),10:00 AM - 11:30 AM & 1:00 PM to 2:30 PM (by appointment),10:00 AM - 11:30 AM & 1:00 PM to 2:30 PM (by appointment),10:00 AM - 11:30 AM & 1:00 PM to 2:30 PM (by appointment),10:00 AM - 11:30 AM & 1:00 PM to 2:30 PM (by appointment),closed,closed
Northeast Brooklyn Social Services,40.691349,-73.94275,Doreen Davis / Alexis Glasgow,718-453-9490,Pantry,376 Throop Avenue,Brooklyn,NY,11221,closed,9:00 AM - 12:00 PM,closed,10:00 AM - 12:00 PM,closed,closed,closed
Esther Grunblat Center of Central Queens,40.730134,-73.847941,Susan/ Lali Janash,718-268-5011 ext. 433,Pantry,66-05 108th Street,Forest Hills,NY,11375,closed,9:00 AM - 1:30 PM,9:00 AM - 1:30 PM,9:00 AM - 1:30 PM,closed,closed,closed
Chambers Memorial Baptist Church,40.802155,-73.935931,Swann Streety,917-822-6429,Pantry,219 East 123rd Street,New York,NY,10035,closed,closed,10:00 AM - 01:00 PM,closed,closed,closed,closed
"Family Services Network of NY, Inc.",40.684121,-73.909222,Issa Nbiba,646-240-1149/ 718-455-6010 ext. 6151,Pantry,1420 Bushwick Avenue,Brooklyn,NY,11207,09:00 AM - 01:00 PM,closed,09:00 AM - 01:00 PM,closed,closed,closed,closed
Oneg Shabbos,40.635518,-73.980622,Peer Deutsch,718-686-8174,Pantry,1601 41st Street,Brooklyn,NY,11218,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,06:00 PM - 09:00 PM,09:00 AM - 05:00 PM,closed,closed
Full Gospel Tabernacle Food Pantry,40.595141,-73.773918,Tina Daniels/ James Keegan,718-327-2221,Pantry,361 Beach 42nd Street,Far Rockaway,NY,11691,closed,closed,closed,closed,closed,7:00 AM - 12:00 PM,closed
Bethel Prayer Ministries,40.847933,-73.895364,Ebenezer Ardwark,646-228-4510,Pantry,4262 Third Avenue,Bronx,NY,10457,closed,closed,closed,closed,closed,09:00 AM - 12:00 PM,closed
CCNS-Our Lady of Miracles-Canarsie Cluster Center,40.638814,-73.909225,Maureen Benjamin,347-400-7141,Pantry,757 East 86th Street,Brooklyn,NY,11236,closed,closed,closed,closed,closed,10:00 AM - 11:30 AM,closed
National Comm. For Furtherance of Jewish Ed.,40.668957,-73.941023,Yaakov Silberstein,347-410-3430/718-735-0200 x9,Pantry,824 Eastern Parkway,Brooklyn,NY,11213,closed,closed,closed,closed,12:00 PM - 01:00 PM,closed,closed
Teen Challenge,40.685789,-73.968247,Matthew Tischler,718-789-1414 x 212,Pantry,415 Vanderbuilt Avenue,Brooklyn,NY,11238,08:00 AM - 06:00 PM (by appointment only),08:00 AM - 06:00 PM (by appointment only),08:00 AM - 06:00 PM (by appointment only),08:00 AM - 06:00 PM (by appointment only),08:00 AM - 06:00 PM (by appointment only),08:00 AM - 06:00 PM (by appointment only),closed
Rescue Ministry,40.640429,-74.132405,Placida Espada,718-448-4454,Pantry,2083 Richmond Terrace,Staten Island,NY,10302,closed,closed,closed,11:30 AM - 01:00 PM,closed,closed,closed
St. James Holiness Church,40.66676,-73.917659,Betty White,917-862-1697,Pantry,89 Legion Street,Brooklyn,NY,11212,closed,closed,closed,10:00 AM - 11:00 AM,closed,closed,03:00 PM - 04:00 PM
Fernande Valme Ministries Inc.,40.64315,-73.9579,Ketty Joseph,718-284-1809,Pantry,1120 Flatbush Avenue,Brooklyn,NY,11226,-,-,-,10:00 AM - 11:00 AM,-,-,-
Richmond Hill SDA Community,40.698349,-73.834438,Alejandro Rosario,718-301-3179,Pantry,114-08 Jamaica Avenue,Richmond Hill,NY,11418,closed,closed,closed,closed,closed,closed,08:00 PM - 09:00 PM
King Emmanuel Community Services,40.681319,-73.92892,Pastor Jesse Sumbry,718-773-1650; 917-836-9202,Pantry,207 BAINBRIDGE STREET,Brooklyn,NY,11233,closed,closed,closed,10:30 AM - 12:00 PM,10:30 AM - 12:00 PM,closed,closed
St. Raphael RC Church Food Pantry,40.737306,-73.93085,Ana Rodriguez,718-729-8957 / 8958,Pantry,35-20 Greenpoint Avenue,Long Island City,NY,11101,10:30 AM - 12:00 PM,closed,closed,closed,closed,01:30 PM - 03:00 PM,closed
Urban Strategies Inc,40.660255,-73.914419,Anthony Gantt,718-346-2118,Pantry,61-71 Riverdale Avenue,Brooklyn,NY,11212,closed,08:00 AM - 10:00 AM,closed,closed,closed,closed,closed
The Salvation Army Stapleton,40.625686,-74.075556,Katie Tripari,718-448-8480 ext. 202,Pantry,15 Broad Street,Staten Island,NY,10304,closed,12:00 PM - 01:30 PM,12:00 PM - 01:30 PM,12:00 PM - 01:30 PM,closed,closed,closed
The Salvation Army Stapleton,40.625686,-74.075556,Katie Tripari,718-448-8480 x 206,Soup Kitchen,15 Broad Street,Staten Island,NY,10304,11:00 AM - 12:00 PM,closed,closed,closed,11:00 AM - 12:00 PM,closed,closed
Linden SDA Church Community Services,40.673133,-73.743826,Shirley Miller,718-554-0744/917-602-9492,Pantry,228-20 137th Avenue,Laurelton,NY,11413,closed,closed,closed,closed,closed,closed,10:00 AM - 12:00 PM
St. Teresa Church Saint Vincent DePaul Society,40.737001,-73.92104,JeanAnne Dropp,347-724-3197,Pantry,50-20 45th Street,Woodside,NY,11377,closed,03:00 PM - 04:00 PM,closed,closed,closed,closed,closed
Part of the Solution,40.865744,-73.886561,Taina Rodriguez,718 220-4892 ext 128,Pantry,2759 Webster Avenue,Bronx,NY,10458,09:00 AM - 11:15 AM,09:00 AM - 11:15 AM,9:00 AM - 11:15 PM,9:00 AM - 11:15 PM,9:00 AM - 11:15 PM,closed,closed
Part of the Solution (POTS),40.865744,-73.886561,Taina Rodriguez,718 220-4892 ext 128,Soup Kitchen,2759 Webster Avenue,Bronx,NY,10458,12:30 PM - 03:00 PM,12:30 PM - 03:00 PM,12:30 PM - 3:00 PM,12:30 PM - 3:00 PM,12:30 PM - 3:00 PM,closed,closed
Community Health Action of Staten Island Inc.,40.640206,-74.134308,George Barreto,718-808-1840,Pantry,2134 Richmond Terrace,Staten Island,NY,10302,closed,10:00 AM - 2:00 PM (Seniors Only),12:00 PM - 4:00 PM,closed,2:00 PM - 6:00 PM,10:00 AM - 2:00 PM,closed
Bronx Food Pantry and Food Hub,40.818087,-73.916579,Carmen Reyes,347-913-2473,Pantry,402 East 152nd Street,Bronx,NY,10455,closed,closed,05:00 PM - 07:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,closed,closed
Southside United HDFC Inc,40.712446,-73.961539,Robin Sirota Bassin,718-599-1940,Pantry,145 South 3rd Street,Brooklyn,NY,11211,-,9:00 AM - 12:00 PM,4:00 PM - 6:00 PM,-,-,-,-
Reaching Out Community Service,40.613976,-74.000635,Tom Neve,718-373-4565 ext. 101,Pantry,7708 New Utrecht Avenue,Brooklyn,NY,11214,09:30 AM - 04:30 PM,09:30 AM - 04:30 PM,09:30 AM - 05:30 PM,09:30 AM - 04:30 PM,09:30 AM - 04:00 PM,closed,closed
Project Hospitality Inc.,40.635049,-74.132403,Alex Hughes,718-815-0800,Pantry,221 Heberton Ave,Staten Island,NY,10302,closed,closed,closed,06:00 PM - 07:30 PM,closed,08:30 AM - 10:00 AM,closed
Christ Disciples International Ministries,40.869918,-73.879376,Emaeyak Ekanem,718-994-5422,Pantry,3021-33 Webster Avenue,Bronx,NY,10467,12:00 PM - 02:00 PM,closed,10:30 AM - 01:00 PM,10:30 AM - 01:00 PM,closed,closed,04:00 PM - 05:00 PM
Project Hope Charities,40.671112,-73.769942,Joel Edwards,718-529-0005,Pantry,170-20 140th Avenue,Jamaica,NY,11434,closed,closed,closed,closed,12:30 PM - 1:00 PM (Seniors) & 1:15PM - 3:00 PM (Regular),Closed,closed
Department of Probation Bronx Office,40.826141,-73.920907,Darryl Humphrey,718-410-7268,Pantry,198 East 161st Street,Bronx,NY,10451,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,closed,closed
Department of Probation Queens Office,40.704434,-73.797071,Sharon Schinnery,718-657-7426,Pantry,162-24 Jamaica Avenue,Jamaica,NY,11432,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,closed,closed
Department of Probation Brooklyn Office,40.692882,-73.988589,Carlos Melendez,718-488-3604,Pantry,345 Adams Street,Brooklyn,NY,11201,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,10:00 AM - 01:00 PM,closed,closed
Department of Probation Manhattan Office,40.809538,-73.945385,Shatia Burks,212-280-4804,Pantry,127 West 127 Street,New York,NY,10027,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,closed,closed
Department of Probation Staten Island Office,40.633991,-74.07535,Josephine Troino,718-876-7395,Pantry,340 Bay Street,Staten Island,NY,10301,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 12:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,closed,closed
Masbia of Flatbush,40.624064,-73.965242,Simi Ganzfried,718-972-4446 EXT. 203,Pantry,1372 Coney Island Ave,Brooklyn,NY,11230,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,closed,closed,2:00 PM - 7:00 PM
Masbia of Flatbush,40.624064,-73.965242,Simi Ganzfried,718-972-4446 EXT. 203,Soup Kitchen,1372 Coney Island Ave,Brooklyn,NY,11230,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,closed,closed,2:00 PM - 7:00 PM
Masbia of Boro Park,40.633157,-73.996953,Simi Ganzfried,718-972-4446 ext.203,Pantry,5402 New Utrect Avenue,Brooklyn,NY,11219,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,closed,closed,2:00 PM - 7:00 PM
Masbia of Boro Park,40.633157,-73.996953,Ruben Diaz,718-972-4446 ext. 211,Soup Kitchen,5402 New Utrect Ave,Brooklyn,NY,11219,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,closed,closed,2:00 PM - 7:00 PM
Masbia of Queens,40.731967,-73.850656,Ruben Diaz,718-972-4446,Pantry,105-47 64th Road,Forest Hills,NY,11375,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,closed,closed,2:00 PM - 7:00 PM
Masbia of Queens,40.731967,-73.850656,Ruben Diaz,718-972-4446,Soup Kitchen,105-47 64th Road,Forest Hills,NY,11375,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,2:00 PM - 7:00 PM,closed,closed,2:00 PM - 7:00 PM
Agatha House Foundation,40.90257,-73.841093,Jeanette Joseph,646-335-2334,Pantry,4471 Mundy Lane,Bronx,NY,10466,closed,closed,closed,closed,04:30 PM - 06:30 PM,01:00 PM - 03:00 PM,closed
West Side Campaign Against Hunger,40.807515,-73.88098,Alyson Rosenthal,212-362-3662 ext. 114,Mobile Pantry,309 Drake Street,Bronx,NY,10474,closed,10:00 AM - 01:00 PM,10:00 AM - 01:00 PM,10:00 AM - 01:00 PM,10:00 AM - 01:00 PM,closed,closed
West Side Campaign Against Hunger,40.788792,-73.977265,Pedro Castillo,212-362-3662,Pantry,263 West 86th Street,New York,NY,10024,08:00 AM - 12:00 PM,closed,08:00 AM - 12:00 PM,08:00 AM - 12:00 PM,08:00 AM - 12:00 PM,closed,closed
The River Fund New York Mobile Outreach,40.696933,-73.829205,Swami Durga Das,718-441-1125,Mobile Pantry,89-11 Lefferts Blvd,Richmond Hill,NY,11418,closed,10:00 AM - 12:00 PM,closed,closed,closed,07:00 AM - 11:00 AM,closed
The River Fund New York,40.696933,-73.829205,Swami Durga Das,718-441-1125,Pantry,89-11 Lefferts Blvd,Richmond Hill,NY,11418,closed,closed,9:00 AM - 12:00 PM (seniors),closed,9:00 AM - 12:00 PM (Regular),9:00 AM - 12:00 PM (Regular),closed
Project Hospitality Inc.,40.629471,-74.076763,Alex Hughes,718-815-0800,Mobile Pantry,514 Bay Street,Staten Island,NY,10304,12:00 PM - 03:00 PM,09:00 AM - 03:00 PM,12:00 PM - 04:00 PM,12:00 PM - 03:00 PM,09:00 AM - 03:00 PM,closed,09:00 AM - 02:00 PM
Project Hospitality Inc.,40.629471,-74.076763,Alex Hughes,718-815-0800 ext. 10,Pantry,514 Bay Street,Staten Island,NY,10304,closed,09:00 AM - 11:00 AM,closed,09:00 AM - 11:00 AM,closed,closed,closed
Project Hospitality Inc.,40.629471,-74.076763,Alex Hughes,718-815-0800,Soup Kitchen,514 Bay Street,Staten Island,NY,10304,closed,12:00 PM - 01:00 PM,closed,12:00 PM - 01:00 PM,closed,closed,closed
Community Kitchen and Food Pantry (Pantry),40.804053,-73.954916,Lorrice Grant,212-566-7855,Pantry,252 West 116th Street,New York,NY,10026,closed,11:00 AM - 03:30 PM,12:00 PM - 06:00 PM,11:00 AM - 03:30 PM,closed,11:00 AM - 02:00 PM,closed
Community Kitchen and Food Pantry (Kitchen),40.804053,-73.954916,Sheri Jefferson,212-566-7855 x6104,Soup Kitchen,252 West 116th Street,New York,NY,10026,04:00 PM - 06:00 PM,04:00 PM - 06:00 PM,04:00 PM - 06:00 PM,04:00 PM - 06:00 PM,04:00 PM - 06:00 PM,closed,closed
The Campaign Against Hunger,40.678553,-73.918112,Raquel Grant,718-773-3551 ext.126,Mobile Pantry,2004 Fulton Street,Brooklyn,NY,11233,closed,03:00 PM - 06:00 PM,closed,03:00 PM - 06:00 PM,11:00 AM - 01:30 PM,closed,closed
The Campaign Against Hunger,40.678553,-73.918112,Tamara Dawson,718-773-3551 ext.151,Pantry,2004 Fulton Street,Brooklyn,NY,11233,10:00 AM - 3:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 3:00 PM,10:00 AM - 6:00 PM,closed,closed
Metropolitan Council on Jewish Poverty,40.638725,-73.923712,Benjamin Zaientz,718-763-5318,Pantry,5361 Preston Court,Brooklyn,NY,11234,closed,01:00 PM - 03:00 PM,closed,10:00 AM - 12:00 PM,closed,closed,closed
Holy Apostles Soup Kitchen,40.749354,-73.998973,Michael Ottley,212-807-6799,Soup Kitchen,296 9th Avenue,New York,NY,10001,10:30 AM - 12:30 PM,10:30 AM - 12:30 PM,10:30 AM - 12:30 PM,10:30 AM - 12:30 PM,10:30 AM - 12:30 PM,closed,closed
New York Common Pantry,40.830855,-73.890391,Andre Thompson,917-720-9700,Pantry,1290 Hoe Avenue,Bronx,NY,10479,closed,09:00 AM - 12:00 PM,closed,10:00 AM - 03:30 PM,10:00 AM - 03:30 PM,10:00 AM - 03:30 PM,closed
New York Common Pantry (Pantry & Soup Kitchen),40.795861,-73.949123,Judith Secon,917-720-9700,Pantry,8 East 109th Street,New York,NY,10029,Soup Kitchen 08:00 AM - 09:30 AM,Soup Kitchen 08:00 AM - 09:30 AM,Pantry 10:00 AM - 02:30 PM & Soup Kitchen 08:00 AM - 09: 30 AM,Pantry 10:00 AM - 02:30 PM & Soup Kitchen 08:00 AM - 09: 30 AM,Pantry 10:00 AM - 02:30 PM & Soup Kitchen 08:00 AM - 09: 30 AM,Pantry 10:00 AM - 02:30 PM,closed
New York Common Pantry (Pantry & Soup Kitchen),40.795861,-73.949123,Andre Thompson,917-720-9700,Soup Kitchen,8 East 109th Street,New York,NY,10029,Soup Kitchen 08:00 AM - 09:30 AM,Soup Kitchen 08:00 AM - 09:30 AM,Soup Kitchen 08:00 AM - 09:30 AM & Pantry 10:00 AM - 02:30 PM,Soup Kitchen 08:00 AM - 09:30 AM & Pantry 10:00 AM - 02:30 PM,Soup Kitchen 08:00 AM - 09:30 AM & Pantry 10:00 AM - 02:30 PM,Pantry 10:00 AM - 02:30 PM,closed
Agatha House Foundation-Mobile Pantry,40.90257,-73.841093,Miriam Torres,914-330-0398,Mobile Pantry,4471 Mundy Lane,Bronx,NY,10466,closed,closed,closed,11:00 AM - 01:00 PM,closed,closed,closed
St. John's Bread and Life Program (Pantry and Soup Kitchen),40.690319,-73.92892,Sister Caroline Tweedy,718-574-0058 EXT. 167,Pantry,795 Lexington Avenue,Brooklyn,NY,11221,08:00 AM - 12:00 PM,08:00 AM - 12:00 PM,08:00 AM - 12:00 PM,08:00 AM - 12:00 PM,closed,closed,closed
West Harlem Group Assistance,40.818215,-73.938187,Tia Turns-Ashcraft,212-690-7900,Pantry,625 Lenox Avenue,New York,NY,10030,closed,closed,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,closed,closed,closed
Metro World Child Mobile Program,40.695996,-73.979651,Call Center,718-453-7377,Mobile Pantry,56 Monument Walk,Brooklyn,NY,11201,closed,closed,06:30 PM - 07:30 PM,closed,closed,closed,closed
Metro World Child Mobile Program,40.748227,-74.001024,Call Center,718-453-7377,Mobile Pantry,415 West 25th Street,New York,NY,10001,closed,closed,closed,04:00 PM - 06:00 PM,closed,closed,closed
Metro World Child Mobile Program,40.799912,-73.947447,Call Center,718-453-7377,Mobile Pantry,2 West 115th Street,New York,NY,10026,closed,closed,closed,closed,04:00 PM - 06:00 PM,closed,closed
Metro World Child Mobile Program,40.852429,-73.922234,Call Center,718-453-7377,Mobile Pantry,40 Richman Plaza,Bronx,NY,10453,closed,closed,closed,closed,04:00 PM - 06:00 PM,closed,closed
Metro World Child Mobile Program,40.693964,-73.925712,Call Center,718-453-7377,Pantry,871 Bushwick Avenue,Brooklyn,NY,11221,closed,closed,10:00 AM - 11:00 AM (Seniors Only) & 11:00 AM - 03:00 PM (Public),10:00 AM - 11:00 AM (Seniors Only) & 11:00 AM - 03:00 PM (Public),10:00 AM - 11:00 AM (Seniors Only) & 11:00 AM - 03:00 PM (Public),closed,closed
Family Integration Ministry,40.830009,-73.943893,Francisco Bido,,Pantry,1875 Amsterdam Avenue,New York,NY,10031,closed,closed,closed,9:00 AM - 11:00 AM,closed,closed,closed
Project EATS,40.665666,-73.910601,Win-Sie Tow,,Pantry,251 Chester Steet,Brooklyn,NY,11212,closed,closed,closed,closed,11:00 AM - 3:00 PM,closed,closed
Women of Courage Mission Inc,40.837349,-73.909824,Rev Laurel Birkett,917 921 1728,Pantry,315 east 170th street,Bronx,NY,10456,closed,11:00 am - 4:00 pm,11:00 am - 4:00 pm,11:00 am - 4:00 pm,closed,closed,closed
Moriah City Community Food Pantry,40.696168,-73.745539,Robbin Kelly,(516)707-3693,Pantry,206-14 Linden Blvd,Cambria Heights,NY,11411,closed,closed,closed,closed,3:00 PM-5:00 PM,closed,closed
Yeshua Worldwide Ministries Food Pantry,40.725677,-73.880253,Rev. Benjamin Ytac,347-761-2268,Pantry,7911 Caldwell Avenue,Middle Village,NY,11379,closed,closed,closed,closed,closed,10:00 AM - 2:00 PM,
Parish Of Saint Brendan and Saint Ann,40.875483,-73.877832,Virginia Tavarez,718-547-6655,Pantry,260 East 207th Street,Bronx,NY,10467,,,,,,,
Council of Peoples Organization (COPO),40.631326,-73.966303,Kelsey Simmons,(929) 842-7528,Pantry,1077 Coney Island Avenue,Brooklyn,NY,11221,closed,closed,closed,closed,10:30 am - 4:30 pm,closed,closed
Apna Food Pantry Brighton Beach,40.581782,-73.96139,Erum Hanif,718-513-4700,Pantry,"211 Neptune Avenue, Brooklyn, NY 11235",Brooklyn,NY,11235,closed,closed,11:00 am - 3:00 pm (Every Wednesday),closed,closed,closed,closed
GOOD NEIGHBORS COMMUNITY OUTREACH AGENCY INC,40.875497,-73.848523,GLADSTONE A JOHNSON,914-275-3961,Pantry,3350 SEYMOUR AVENUE,Bronx,NY,10469,closed,closed,12:00 PM - 3:00 PM,closed,closed,closed,closed
LifeBridge NY,40.623493,-73.937544,Lisa Palmer,929-224-0132,Pantry,1895 Flatbush Ave,Brooklyn,NY,11210,Closed,Closed,5:00 PM - 6:30 PM,Closed,Closed,Closed,1:00 PM - 2:30 PM
